token	normalised
dñs	dominus
syon	syon
	et
uidebit᷑	uidebitur
ĩ	in
gl̃am	gloriam
suã	suam
.	.
Respexit	Respexit
ĩ	in
or̃onẽ	orationem
humiliũ	humilium
	
	et
nõ	non
suit	spreuit

t̃rã	terram
aspexit	aspexit
.	.
Vt	Vt
audiret	audiret
gemit᷒	gemitus
cõpeditorũ	conpeditorum
ut	ut
solũet	solueret
filios	filios
int̃emptoꝝ	interemptorum
.	.
Vt	Vt
ãnũcient	annuncient
ĩ	in
syon	syon
ñn	nomen
dñi	domini
	et
laudẽ	laudem
ei᷒	eius
ĩ	in
ihrl̃m	ierusalem
.	.
In	In

cõuẽiendo	conueniendo
ppos	populos
ĩ	in
unũ	unum
	et
reges	reges
ut	ut
seruiant	seruiant
dño	domino
.	.
Respõdit	Respondit
ei	ei
ĩ	in
uia	uia
͛tutis	irtutis
sue	sue
paucitatẽ	paucitatem
dieꝝ	dierum
m̃oꝝ	meorum
nũcia	nuncia
mͥ	michi
.	.
Ne	Ne
reuoces	reuoces
me	me

ĩ	in
dimidio	dimidio
dieꝝ	dierum
meoꝝ	meorum
ĩ	in
gñatõe	generatione
	et
gñõe	generatione
ãni	anni
tui	tui
.	.
Initõ	Initio
tu	tu
dñe	domine
t̃rã	terram
fũdasti	fundasti
	et
oꝑa	opera
manuũ	manuum
tuaꝝ	tuarum
sũt	sunt
celi	celi
.	.
Ip̃i	Ipsi
ꝑibũt	peribunt

tu	tu
ãt	autem
ꝑmanes	permanes
	et
om̃s	omnes
sic̃	sicut
uestim̃tũ	uestimentum
uet̃ascent	ueterascent
.	.
Et	Et
sic̃	sicut
oꝑtoriũ	opertorium
mutabis	mutabis
eos	eos
	et
mutabũt᷑	mutabuntur
	
tu	tu
ãt	autem
id̃	idem
ip̃e	ipse
es	es
	et
ãni	anni
tui	tui

nõ	non
defficient	defficient
.	.
Filii	Filii
ẜuoꝝ	seruorum
tuoꝝ	tuorum
h̃itabũt	habitabunt
.	.
	et
sem̃	semen
eoꝝ	eorum
ĩ	in
scl̃m	seculum
dirige᷑	dirigetur
Dñe	Domine
exaudi	exaudi
or̃onẽ	orationem
meam	meam
	
	et
clamor	clamor
m̃s	meus
ad	ad
te	te
ueniat	ueniat

.	.
Non	Non
aũtas	auertas
faciẽ	faciem
tuam	tuam
a	a
me	me
:	:
in	in
quac̃q	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.
In	In
quac̃q	quacumque
die	die
inuocaũo	inuocauero
te	te
.	.
uelocit̃	uelociter

exaudi	exaudi
me	me
Quia	Quia
defe.	defecerunt
sic̃	sicut
fum᷒	fumus
dies	dies
mei	mei
.	.
	et
ossa	ossa
mea	mea
sic̃	sicut
cre.	cremium
arũunt	aruerunt
.	.
Percussus	Percussus
sum	sum
ut	ut
feñ	fenum
	et
aruit	aruit
cor	cor
meum	meum
.	.

niticorax	niticorax
in	in
domicilio	domicilio
.	.
Vigilaui	Vigilaui
:	:
	et
fc̃s	factus
sum	sum
sic̃	sicut
passer	passer
.	.
solitarius	solitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbra.	exprobrabant
mͥ	michi
ini.	inimici
mei	mei
.	.
	et
qui	qui

lau.	laudabant
me	me
adũsus	aduersus
me	me
iurabant	iurabant
.	.
Quia	Quia
ciñem	cinerem
tanꝙͣ	tanquam
panem	panem
man.	manducaui
	et
potũ	potum
meum	meum
c̃	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
facie	facie
ire	ire
ĩdigna.	indignationis
tue	tue
	quia
eleuans	eleuans

allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sic̃	sicut
umbra	umbra
decli.	declinauerunt
	et
ego	ego
sic̃	sicut
feñ	fenum
arui	arui
.	.
Tu	Tu
ã	autem
dñe	domine
in	in
et̃num	eternum
ꝑmanes	permanes
	et
memoriale	memoriale
tuum	tuum
in	in
ge.	generationem

	et
ge.	generationem
Tu	Tu
ex᷑gens	exurgens
dñe	domine
mi.	misereberis
syon	syon
.	.
	quia
tp̃s	tempus
mise.	miserendi
eius	eius
	quia
uenit	uenit
tp̃s	tempus
q̃m	Quoniam
placũunt	placuerunt
serui	serui
tui	tui
la.	lapides
eius	eius
	
	et
t̃re	terre
eius	eius

miserebunt᷑	miserebuntur
.	.
Et	Et
timeb̃t	timebunt
g̃s	gentes
nom̃	nomen
tuum	tuum
dñe	domine
.	.
	et
õs	omnes
reges	reges
t̃re	terre
gl̃iam	gloriam
tuam	tuam
.	.
Quia	Quia
edificauit	edificauit
d᷒	dominus
syon	syon
:	:
	et
uidebr̃	uidebitur
in	in
gl̃ia	gloria

sua	sua
.	.
Respexit	Respexit
in	in
or̃onem	orationem
humilium	humilium
:	:
	et
ñ	non
suit	spreuit
cem	precem
eoꝝ	eorum
.	.
Scribant᷑	Scribantur
h̃	hec
in	in
ge.	generatione
alt̃a	altera
	et
ppl̃s	populus
qui	qui
cre.	creabitur
lau.	laudabit
dñm	dominum
.	.

Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
.	.
d᷒	dominus
de	de
celo	celo
in	in
t̃rã	terram
aspex̃	aspexit
.	.
Vt	Vt
audiret	audiret
ge.	gemitum
cõ.	conpeditorum
ut	ut
sol.	soluat
filios	filios
interẽptoꝝ	interemptorum
.	.
Et	Et
annuntient	annuntient

in	in
syon	syon
nom̃	nomen
dñi	domini
	et
laudem	laudem
ei᷒	eius
in	in
ierl̃m	ierusalem
.	.
In	In
ꝯueniendo	conueniendo
ppl̃os	populos
in	in
unũ	unum
	et
reges	reges
ut	ut
ser.	seruiant
dño	domino
Respondit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis

sue	sue
pau.	paucitatem
dier̃	dierum
meoꝝ	meorum
nuntia	nuntia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
di.	dimidio
dier̃	dierum
meoꝝ	meorum
	
in	in
ge.	generationem
et	et
ge.	generationem
anni	anni
tui	tui
.	.
Initio	Initio
tu	tu
dñe	domine
t̃rã	terram

fun.	fundasti
	et
oꝑa	opera
manuum	manuum
tuar̃	tuarum
s̃t	sunt
celi	celi
.	.
Ipsi	Ipsi
ꝑib̃t	peribunt
tu	tu
ã	autem
ꝑmanes	permanes
	et
õs	omnes
sic̃	sicut
uestim̃t̃	uestimentum
ueterascent	ueterascent
.	.
Et	Et
sic̃	sicut
oꝑtorium	opertorium
mutab̃	mutabis
eos	eos
	et

mu.	mutabuntur
tu	tu
ã	autem
id̃	idem
ipse	ipse
es	es
	et
anni	anni
tui	tui
ñ	non
deficient	deficient
.	.
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
h̃itab̃t	habitabunt
.	.
	et
sem̃	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
:	:
Domine	Domine

exaudi	exaudi
orationem	orationem
meam	meam
et	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
.	.
Non	Non
au͛tas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
in	in
qua	qua
cumque	cumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem

tuã	tuam
.	.
In	In
quacumque	quacumque
die	die
inuocauero	inuocauero
te	te
uelociter	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
et	et
ossa	ossa
mea	mea
sicut	sicut
cremium	cremium
aruerunt	aruerunt
.	.
Percussus	Percussus

sum	sum
ut	ut
fenum	fenum
et	et
aruit	aruit
cor	cor
meum	meum
quia	quia
oblitus	oblitus
sum	sum
comedere	comedere
panem	panem
meum	meum
.	.
A	A
uoce	uoce
gemitus	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
.	.
Similis	Similis

factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
	
factus	factus
sum	sum
sicut	sicut
niticorax	niticorax
in	in
domicilio	domicilio
.	.
Vigilaui	Vigilaui
et	et
factus	factus
sum	sum
sicut	sicut
passer	passer
solitari᷒	solitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die
exprobrabant	exprobrabant

michi	michi
inimici	inimici
mei	mei
	
⁊	et
qui	qui
laudabant	laudabant
me	me
adu͛sum	aduersum
me	me
iurabãt	iurabant
.	.
Quia	Quia
cinerem	cinerem
tamquam	tamquam
panem	panem
manducabam	manducabam
et	et
poculum	poculum
meum	meum
cum	cum
fletu	fletu
miscebã	miscebam
.	.
A	A

facie	facie
ire	ire
et	et
indignationis	indignationis
tue	tue
	
quia	quia
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauerunt	declinauerunt
et	et
ego	ego
sicut	sicut
fenum	fenum
arui	arui
.	.
Tu	Tu
autem	autem
domine	domine

in	in
et͛num	eternum
ꝑmanes	permanes
⁊	et
memoriale	memoriale
tuum	tuum
in	in
generatione	generatione
et	et
generationem	generationem
Tu	Tu
exurgens	exurgens
misereberis	misereberis
sion	sion
quia	quia
tempus	tempus
miserendi	miserendi
eius	eius
quia	quia
uenit	uenit
tempus	tempus
.	.
Quoniam	Quoniam
placuerunt	placuerunt
seruis	seruis

tuis	tuis
lapides	lapides
ei᷒	eius
et	et
terre	terre
eius	eius
miserebuntur	miserebuntur
.	.
Et	Et
timebunt	timebunt
gentes	gentes
nomen	nomen
tuum	tuum
domine	domine
et	et
omnes	omnes
reges	reges
terre	terre
gloriam	gloriam
tuam	tuam
.	.
Quia	Quia
edificauit	edificauit
dominus	dominus
sion	sion

laudabit	laudabit
dominum	dominum
.	.
Quia	Quia
prospexit	prospexit
de	de
excelso	excelso
sancto	sancto
	
dominus	dominus
de	de
celo	celo
in	in
terram	terram
aspexit	aspexit
.	.
Ut	Ut
audiret	audiret
gemitus	gemitus
conpeditorum	conpeditorum
ut	ut
solueret	solueret
filios	filios
interremptorum	interremptorum
.	.

Ut	Ut
annuntiet	annuntiet
in	in
sion	sion
nomen	nomen
domini	domini
et	et
laudem	laudem
eius	eius
in	in
ierusalem	ierusalem
.	.
In	In
conueniendo	conueniendo
populos	populos
in	in
unum	unum
et	et
reges	reges
ut	ut
seruiant	seruiant
domino	domino
.	.
Respondit	Respondit
ei	ei

in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatem	paucitatem
dierum	dierum
meorum	meorum
nuntia	nuntia
michi	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dierum	dierum
meorum	meorum
in	in
generatione	generatione
⁊	et
generationem	generationem
anni	anni
tui	tui
.	.
Ini	Ini

tio	tio
tu	tu
domine	domine
terram	terram
fundasti	fundasti
et	et
oꝑa	opera
manuum	manuum
tuarum	tuarum
sunt	sunt
celi	celi
.	.
Ipsi	Ipsi
ꝑibunt	peribunt
tu	tu
autem	autem
ꝑmanes	permanes
et	et
omnes	omnes
sicust	sicust
uestimentum	uestimentum
ueterascent	ueterascent
.	.
Et	Et
sicut	sicut

inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
.	.
In	In
quacumq	quacumque
die	die
inuocau͛o	inuocauero
te	te
	
uelocit͛	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defec͛unt	defecerunt
sic̃	sicut
fumus	fumus
dies	dies
mei	mei
	
	et
ossa	ossa

mea	mea
sicut	sicut
cremiũ	cremium
aruerunt	aruerunt
.	.
Percussus	Percussus
sum	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meum	meum
	
quia	quia
oblitus	oblitus
sum	sum
comed͛e	comedere
panem	panem
meũ	meum
.	.
A	A
uoce	uoce
gemitus	gemitus
mei	mei

	
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
.	.
Similis	Similis
fc̃s	factus
sum	sum
pellicano	pellicano
.	.
solitudinis	solitudinis
	
fc̃s	factus
sum	sum
sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio
.	.
Uigilaui	Uigilaui
	et
fc̃s	factus
sum	sum

sic̃	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die
exprobrabant	exprobrabant
mͥ	michi
inimici	inimici
mei	mei
	
	et
qui	qui
laudabãt	laudabant
me	me
adu͛sus	aduersus
me	me
iurabant	iurabant
.	.
Quia	Quia
cin͛em	cinerem
tanquam	tanquam
panem	panem

manducabam	manducabam
	
et	et
potum	potum
meum	meum
cũ	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
facie	facie
ire	ire
et	et
indignacõis	indignacionis
tue	tue
	
quia	quia
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra

declinau͛unt	declinauerunt
	
	et
ego	ego
sicut	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
autẽ	autem
dñe	domine
in	in
et͛num	eternum
ꝑmanes	permanes
	
	et
memoriale	memoriale
i	i
tuũ	tuum
in	in
gñacõe	generacione
	et
gñacõem	generacionem
.	.
Tu	Tu

exurgẽs	exurgens
dñe	domine
misereb̃is	misereberis
syon	syon
	
quia	quia
tp̃s	tempus
miserendi	miserendi
eius	eius
	quia
uenit	uenit
tp̃s	tempus
.	.
Quia	Quia
placuerũt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
	
	et
terre	terre
eius	eius
miserebuntur	miserebuntur
.	.

Et	Et
timebunt	timebunt
gentes	gentes
nom̃	nomen
tuũ	tuum
dñe	domine
	
	et
om̃s	omnes
reges	reges
t͛re	terre
gl̃am	gloriam
tuam	tuam
.	.
Quia	Quia
edificabit	edificabit
dñs	dominus
syon	syon
	
	et
uidebitur	uidebitur
ĩ	in
gl̃a	gloria
sua	sua
.	.

Respexit	Respexit
in	in
or̃onem	orationem
humiliũ	humilium
	
	et
ñ	non
spreuit	spreuit
cem	precem
eoꝝ	eorum
.	.
Scribantur	Scribantur
hoc	hoc
ĩ	in
gñacõe	generacione
alt͛a	altera
	
	et
ppl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
.	.
Quia	Quia

in	in
syon	syon
nom̃	nomen
dñi	domini
	
	et
laudem	laudem
eius	eius
in	in
irl̃m	ierusalem
.	.
In	In
ꝯueniendo	conueniendo
ppl̃os	populos
in	in
unũ	unum
	
	et
reges	reges
ut	ut
seruiant	seruiant
domino	domino
.	.
Respondit	Respondit
ei	ei

in	in
uia	uia
uirtutis	uirtutis
sue	sue
	
paucitatẽ	paucitatem
dierũ	dierum
meoꝝ	meorum
nuncia	nuncia
mͥ	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dier̃	dierum
meoꝝ	meorum
	
in	in
gen͛acõ	generacion
	et
gñacõem	generacionem
anni	anni
tui	tui

.	.
Inicio	Inicio
tu	tu
domine	domine
t͛ram	terram
fundasti	fundasti
	
	et
oꝑa	opera
manuum	manuum
tuar̃	tuarum
sunt	sunt
celi	celi
.	.
Ip̃i	Ipsi
ꝑibunt	peribunt
tu	tu
ã	autem
ꝑmanes	permanes
	et
om̃s	omnes
sicut	sicut
uestim̃tũ	uestimentum
uet͛ascent	ueterascent
.	.

Et	Et
sic̃	sicut
oꝑtoriũ	opertorium
mutabis	mutabis
eos	eos
	et
mutabunt᷑	mutabuntur
	
tu	tu
ã	autem
idem	idem
ip̃e	ipse
es	es
	
	et
anni	anni
tui	tui
ñ	non
deficient	deficient
.	.
filii	filii
seruoꝝ	seruorum
tuoꝝ	tuorum
h̃itabunt	habitabunt
	

a	a
me	me
in	in
qͣcumq	quacumque
die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurẽ	aurem
tuam	tuam
.	.
In	In
qͣcumq	quacumque
die	die
inuocaũo	inuocauero
te	te
uelocit͛	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defec̃unt	defecerunt
sicut	sicut
fum᷒	fumus

uoce	uoce
gemit᷒	gemitus
mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
.	.
Similis	Similis
fc̃s	factus
sũ	sum
pellicano	pellicano
solitud̃is	solitudinis
factus	factus
sum	sum
sicut	sicut
nicticorax	nicticorax
in	in
domicilio	domicilio
.	.
Vigilaui	Vigilaui
et	et
fact᷒	factus
sũ	sum

sic̃	sicut
passer	passer
solitari᷒	solitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbrabãt	exprobrabant
mͥ	michi
inimici	inimici
mei	mei
.	.
et	et
qui	qui
laudabant	laudabant
me	me
adũsum	aduersum
me	me
iurabant	iurabant
.	.
Quia	Quia
ciñem	cinerem
tamqͣm	tamquam
panem	panem

manducabam	manducabam
et	et
potũ	potum
meum	meum
cũ	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
facie	facie
ire	ire
indignatõis	indignationis
tue	tue
quia	quia
hec	hec
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sic̃	sicut
umbra	umbra
declinauer̃t	declinauerunt
et	et

ego	ego
sic̃	sicut
fenũ	fenum
arui	arui
.	.
Tu	Tu
aũ	autem
dñe	domine
in	in
et̃nũ	eternum
ꝑmanes	permanes
⁊	et
memoriale	memoriale
tuum	tuum
in	in
gñatõe	generatione
⁊	et
gñatõem	generationem
.	.
Tu	Tu
exurg̃ns	exurgens
dñe	domine
misereb̃is	misereberis
syon	syon
quia	quia

temp᷒	tempus
miserendi	miserendi
eius	eius
	quia
uenit	uenit
temp᷒	tempus
.	.
Q̃m	Quoniam
placũunt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
⁊	et
t̃re	terre
eius	eius
miserebuntur	miserebuntur
.	.
Et	Et
timebunt	timebunt
g̃s	gentes
nom̃	nomen
tuũ	tuum
dñe	domine
⁊	et

om̃s	omnes
reges	reges
t̃re	terre
gl̃am	gloriam
tuam	tuam
.	.
Quia	Quia
edificauit	edificauit
domin᷒	dominus
syon	syon
et	et
uidebr̃	uidebitur
in	in
gl̃a	gloria
sua	sua
.	.
Respexit	Respexit
in	in
or̃onem	orationem
humiliũ	humilium
et	et
ñ	non
spreuit	spreuit
cem	precem
eoꝝ	eorum

.	.
Scribant᷑	Scribantur
hec	hec
in	in
gñatione	generatione
altera	altera
et	et
ppl̃s	populus
qui	qui
creabit᷑	creabitur
laudabit	laudabit
dñm	dominum
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
dñs	dominus
de	de
celo	celo
ĩ	in
t̃ram	terram
aspexit	aspexit
.	.

Ut	Ut
audiret	audiret
gemit᷒	gemitus
ꝯpeditoꝝ	conpeditorum
ut	ut
solũet	solueret
filios	filios
int̃emptoꝝ	interemptorum
.	.
Ut	Ut
adnuncient	adnuncient
in	in
syon	syon
nomẽ	nomen
dñi	domini
et	et
laudem	laudem
eius	eius
in	in
irl̃m	ierusalem
.	.
In	In
conueniendo	conueniendo
ppl̃os	populos
in	in

unum	unum
et	et
reges	reges
ut	ut
s̃uiant	seruiant
dño	domino
.	.
Respond̃	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatẽ	paucitatem
dier̃	dierum
meoꝝ	meorum
nũtia	nuntia
mͥ	michi
.	.
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dier̃	dierum

meoꝝ	meorum
ĩ	in
geñatõe	generatione
⁊	et
gñatõem	generationem
anni	anni
tui	tui
.	.
Initio	Initio
tu	tu
dñe	domine
t̃rã	terram
fundasti	fundasti
et	et
oꝑa	opera
manuũ	manuum
tuarum	tuarum
s̃t	sunt
celi	celi
.	.
Ip̃i	Ipsi
ꝑibũt	peribunt
tu	tu
aũ	autem
ꝑmanes	permanes

Filii	Filii
seruoꝝ	seruorum
tuor̃	tuorum
h̃itabunt	habitabunt
et	et
sem̃	semen
eoꝝ	eorum
in	in
scl̃m	seculum
dirigetur	dirigetur
.	.
Dñe	Domine
exaudi	exaudi
or̃om	orationem
meã	meam
.	.
	et
clamor	clamor
m̃s	meus
ad	ad
te	te
ueniat	ueniat
Non	Non
au͛tas	auertas
faciẽ	faciem

defecerũt	defecerunt
sic̃	sicut
fumus	fumus
dies	dies
m̃i	mei
.	.
	et
ossa	ossa
mea	mea
sic̃	sicut
cremiũ	cremium
aruerũt	aruerunt
.	.
Percussus	Percussus
sũ	sum
ut	ut
fenũ	fenum
	et
aruit	aruit
cor	cor
meũ	meum
.	.
quia	quia
oblitus	oblitus
sũ	sum

cõed̃e	comedere
panẽ	panem
meũ	meum
.	.
A	A
uoce	uoce
gemitus	gemitus
m̃i	mei
.	.
adhesit	adhesit
os	os
meũ	meum
carni	carni
mee	mee
.	.
Similis	Similis
fc̃s	factus
sũ	sum
pellicano	pellicano
solitud̃is	solitudinis
.	.
fc̃s	factus
sũ	sum
sic̃	sicut
niticorax	niticorax

in	in
domicilio	domicilio
.	.
Vigilaui	Vigilaui
	et
fc̃us	factus
sũ	sum
.	.
sic̃	sicut
passer	passer
solitarius	solitarius
in	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbrabãt	exprobrabant
michi	michi
inimici	inimici
m̃i	mei
.	.
	et
qui	qui
laudabãt	laudabant
me	me

adu͛sũ	aduersum
me	me
iurabãt	iurabant
.	.
Quia	Quia
ciñem	cinerem
tanqͣm	tanquam
panẽ	panem
manducabã	manducabam
.	.
	et
pocl̃um	poculuuum
meum	meum
cum	cum
fletu	fletu
miscebam	miscebam
.	.
A	A
facie	facie
ire	ire
indignationis	indignationis
tue	tue
.	.
	quia
eleuãs	eleuans

gñationẽ	generationem
.	.
Tu	Tu
exurgẽs	exurgens
misereberis	misereberis
syon	syon
.	.
	quia
tp̃s	tempus
miserẽdi	miserendi
eius	eius
.	.
quia	quia
uenit	uenit
tp̃s	tempus
.	.
Quoniã	Quoniam
placũunt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
eius	eius
.	.
	et
t͛re	terre

eius	eius
miserebũtur	miserebuntur
.	.
Et	Et
timebũt	timebunt
gẽtes	gentes
nom̃	nomen
tuum	tuum
dñe	domine
.	.
	et
om̃s	omnes
reges	reges
t͛re	terre
gloriã	gloriam
tuã	tuam
.	.
Quia	Quia
edificauit	edificauit
dñs	dominus
syon	syon
.	.
	et
uidebitur	uidebitur
in	in

gl̃a	gloria
sua	sua
.	.
Respexit	Respexit
in	in
or̃om	orationem
humiliũ	humilium
.	.
	et
nõ	non
suit	spreuit
cem	precem
eoꝝ	eorum
.	.
Scribantur	Scribantur
hec	hec
in	in
gñatione	generatione
alt͛a	altera
.	.
	et
ppl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit

Vt	Vt
adnũtiẽt	adnuntient
in	in
syon	syon
nom̃	nomen
dñi	domini
.	.
	et
laudẽ	laudem
eius	eius
in	in
ihrl̃m	ierusalem
.	.
In	In
cõueniẽdo	conueniendo
ppl̃os	populos
in	in
unũ	unum
.	.
	et
reges	reges
ut	ut
seruiãt	seruiant
dño	domino
.	.

Respõdit	Respondit
ei	ei
in	in
uia	uia
uirtutis	uirtutis
sue	sue
paucitatem	paucitatem
dier̃	dierum
meoꝝ	meorum
nũtia	nuntia
mͥ	michi
Ne	Ne
reuoces	reuoces
me	me
in	in
dimidio	dimidio
dier̃	dierum
m̃oꝝ	meorum
in	in
gñatõe	generatione
	et
gñatõem	generationem
anni	anni
tui	tui
.	.

Initio	Initio
tu	tu
dñe	domine
t͛ram	terram
fundasti	fundasti
.	.
	et
oꝑa	opera
manuũ	manuum
tuar̃	tuarum
sũt	sunt
celi	celi
.	.
Ip̃i	Ipsi
ꝑibũt	peribunt
tu	tu
ãt	autem
.	.
	et
om̃s	omnes
ut	ut
uestim̃tũ	uestimentum
ueterascẽt	ueterascent
.	.
Et	Et

permanes	permanes
sic̃	sicut
oꝑtoriũ	opertorium
mutabis	mutabis
eos	eos
	et
mutabũtur	mutabuntur
.	.
tu	tu
ãt	autem
idẽ	idem
ip̃e	ipse
es	es
	et
anni	anni
tui	tui
ñ	non
deficiẽt	deficient
Filii	Filii
seruoꝝ	seruorum
tuoꝝ	tuorum
h̃itabũt	habitabunt
	et
sem̃	semen
eoꝝ	eorum

in	in
scl̃m	seculum
dirigetur	dirigetur
.	.
Domine	Domine
exaudi	exaudi
or̃onem	orationem
meam	meam
	
⁊	et
clamor	clamor
meus	meus
ad	ad
te	te
ueniat	ueniat
.	.
Non	Non
aũtas	auertas
faciem	faciem
tuam	tuam
a	a
me	me
	
ĩ	in
quacunq	quacunque

die	die
tribulor	tribulor
inclina	inclina
ad	ad
me	me
aurem	aurem
tuam	tuam
In	In
quacumq	quacumque
die	die
inuocauero	inuocauero
te	te
	
uelociter	uelociter
exaudi	exaudi
me	me
.	.
Quia	Quia
defecerunt	defecerunt
sicut	sicut
fumus	fumus
dies	dies
mei	mei
	
⁊	et

ossa	ossa
mea	mea
sicut	sicut
cremiũ	cremium
aruerunt	aruerunt
.	.
Percussus	Percussus
sum	sum
sicut	sicut
fenum	fenum
⁊	et
aruit	aruit
cor	cor
meum	meum
	
	quia
oblitus	oblitus
sum	sum
comed̃e	comedere
panem	panem
meum	meum
.	.
aA	aA
uoce	uoce
gemitus	gemitus

mei	mei
adhesit	adhesit
os	os
meum	meum
carni	carni
mee	mee
.	.
sSimilis	sSimilis
factus	factus
sum	sum
pellicano	pellicano
solitudinis	solitudinis
factus	factus
sum	sum
sicut	sicut
nicticorax	nicticorax
ĩ	in
domicilio	domicilio
.	.
vVigilaui	vVigilaui
⁊	et
fact᷒	factus
sum	sum
sicut	sicut
passer	passer

solitarius	solitarius
ĩ	in
tecto	tecto
.	.
Tota	Tota
die	die
exꝓbrabant	exprobrabant
mͥ	michi
inimici	inimici
mei	mei
	
⁊	et
qui	qui
laudabant	laudabant
me	me
adũsum	aduersum
me	me
iurabant	iurabant
Quia	Quia
cinerem	cinerem
tanquam	tanquam
panem	panem
manducabam	manducabam
	
⁊	et

poculum	poculum
meum	meum
cum	cum
fletu	fletu
miscebam	miscebam
aA	aA
facie	facie
ire	ire
indignationis	indignationis
tue	tue
	
	quia
eleuans	eleuans
allisisti	allisisti
me	me
.	.
Dies	Dies
mei	mei
sicut	sicut
umbra	umbra
declinauerunt	declinauerunt
	
⁊	et
ego	ego
sicut	sicut

fenum	fenum
arui	arui
.	.
tTu	tTu
aut̃	autem
dñe	domine
in	in
et̃num	eternum
ꝑmanes	permanes
	
⁊	et
memoriale	memoriale
tuum	tuum
ĩ	in
gñacione	generacione
⁊	et
gñacionẽ	generacionem
.	.
tTu	tTu
exsurgens	exsurgens
misereberis	misereberis
syon	syon
	
	quia
temp᷒	tempus

miserendi	miserendi
eius	eius
	quia
uenit	uenit
temp᷒	tempus
.	.
Q̃m	Quoniam
placuerunt	placuerunt
seruis	seruis
tuis	tuis
lapides	lapides
ei᷒	eius
	
⁊	et
terre	terre
eius	eius
miserebuntur	miserebuntur
Et	Et
timebunt	timebunt
gentes	gentes
nom̃	nomen
tuum	tuum
dñe	domine
	
⁊	et

preces	preces
eoꝝ	eorum
Scribant᷑	Scribantur
h̃	hec
in	in
generacõne	generacione
altera	altera
.	.
⁊	et
ppl̃s	populus
qui	qui
creabitur	creabitur
laudabit	laudabit
dñm	dominum
Quia	Quia
ꝓspexit	prospexit
de	de
excelso	excelso
sc̃o	sancto
suo	suo
	
dñs	dominus
de	de
celo	celo
in	in

.	.
iIn	iIn
conueniendo	conueniendo
ppl̃os	populos
in	in
unũ	unum
